cs_textrec_ID,cs_ID,text::t_notes,text::t_ID,cs_code_ follower.benefits,cs_code_ follower.costs,cs_code_ leader.benefits,cs_code_ leader.costs,cs_code_leadership_other_traits,cs_code_leadership.norms,cs_code_leadership_qualities,cs_code_leadership_functions,cs_code_group_choose,cs_code_group_purpose,cs_code_group_structure
113,10104,Arbitrary justice ,113,-1,-1,-1,-1,"One can easily see that the judgment based on the oracle of augury, in addition to sufficiently objective proofs, brings condemnation to many innocents.",-1,-1,"The chiefs listen to both parties who defend themselves as they are able, and pronounce judgment. For the cases more or less grave or contradictory, they have recourse to the benge oracle, which occurs in the presence of some nobles. T",-1,-1,-1
114,10105,"Changing power structures, ",114,-1,-1,-1,-1,-1,-1,He was the soul of his people. He was the incarnation of his ancestors who were illustrious in memorable wars. He was the judge who restrained crime and the guardian of the public morality. The chief was loved as much as he was feared.,-1,-1,-1,-1
115,10106,Destruction of agglomeration of power ,115,-1,-1,-1,-1,"n proportion, as the stability of the territory increased so that the wars against their neighbors became less common, the Avongara chiefs became more authoritorian.",-1,-1,"Good diplomats, they showed themselves to be very generous and often permitted these people a sub-chief of the same clan on the conditions of furnishing to the chief, warriors, provisions, and women.",-1,-1,clans ruled by chief
116,10107,Structure of chiefs courts,116,-1,-1," the private residence of the chief, with the harem, called mgbwadimo.",-1,-1,-1,-1,-1,-1,-1,-1
117,10108,"Cost, Wives kill chiefs",117,-1,-1,-1,"Very old chiefs are more careful to isolate their harems. Fearing that their wives will seek to eliminate them by means of poison, these old chiefs often figure that there is advantage in giving a bit of air to their wives or else plenty of latitude",-1,-1,-1,-1,-1,-1,-1
118,10109,Benefits. Roles of various wives statuses,118,-1,-1,"In the harem of the chief there are two main categories of women: wives and slaves. The slaves are the women taken in war which have been given to the chief, either in payment for a crime or for a palaver. These women are all at the service of the chiefs’ wives. 
",-1,-1,-1,-1,-1,-1,-1,-1
119,10110,"Benefits. Second home, wives",119,-1,-1,"Chiefs often have secondary homesteads. These are many of the homesteads built for the facility of the administration, or rather ancient homesteads where there is still a group of wives of the chief, of different categories, under the direction of a nagbiya. ",-1,-1,-1,-1,-1,-1,-1,-1
120,10111,"Ability to use wives to accomplish goals , benfits of harem ",120,-1,-1,"The wives of the chief, if one excepts certain preferred ones, are in short, servants whose work consists of preparing food, beer, and subsidiarily, work in the plantations of the chief.....The chief can requisition travelers for all work he deems necessary. He can also requisition food of all sorts.","? Occasionally they remembered that in fact this chief was their husband. At long intervals, in view of their number, each among them could share for a few days the couch of their glorious husband and master. Except for this, they were condemned to forced celibacy, forced to seek in their companions by immoral means, that which they could not find in their so-called family residence.",-1,-1,-1,-1,-1,-1,-1
121,10112,Exclusivity of chiefs wives ,121,"
After this ceremony the chief makes a distribution of food, knives, and also sometimes of slaves.",-1,"The sons can commit incest with one of their free sisters, but they had to respect the wives of the chief. ......All the family of the guilty one is subject to vengeance. The men are all killed, and the women taken to the chief as slaves.","
After this ceremony the chief makes a distribution of food, knives, and also sometimes of slaves.",-1,-1,-1,"
After this ceremony the chief makes a distribution of food, knives, and also sometimes of slaves.",-1,-1,-1
123,11183,"Oracle guidance, strategic placement of sub headmen, requires loyalty of immigrants ",123,-1," He would then take stock of his neighbours, and place his most loyal headmen on that side of his territory which he felt was the most likely to be filched from him, or to suffer trespass by the subjects of his rival. ",-1,-1,"He would not tolerate any such immigrants, unless they renounced their Chief and acknowledged him as their overlord. ",-1,-1,-1,-1,-1,sub-chief
124,10114,Capitol punishment restrictions/rights,124,-1,-1,-1,-1,-1,-1,-1,"Only the paramount Chief, and one or two of his biggest viceroys, had the power to pass a death sentence. ",-1,-1,-1
125,10115,Economic control,125,-1,-1,-1,-1,-1,-1,-1," traffic in ivory has been monopolized in the hands of the chiefs.
",-1,-1,-1
126,10116,"Property location, freedom of individual within restrictions of chief...??",126,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,chiefdom sub-division
127,10117,protect rights of dead,127,-1,-1,"By right, the chief would assume guard of the palm grove and exploit it, placing here one of his clients, regarded as a slave",-1,-1,"The role of the chief in the Zande nation, as I have been assured, is to see that the rights of the dead (thus the spirits), are respected, like those of the living.",-1,-1,-1,-1,-1
128,10118,"Beer, essential for positions of influence ",128,Traditionally a chief or any important man had to have an unlimited supply of beer and food for visitors,-1,-1,Traditionally a chief or any important man had to have an unlimited supply of beer and food for visitors,"As one old man put it, when I commented upon the extraordinary size of his granary, “If a man has a lot of beer to give to people, they will come to listen to his good advice.”",-1,Traditionally a chief or any important man had to have an unlimited supply of beer and food for visitors,-1,-1,-1,-1
129,10119,"Population size, and weakening control, no single leaders beyond a point ",129,-1,-1,-1,-1,"As the territory under their rule grew, they administered [Page 9] it by delegating their power to sons and brothers. These vassals quarrelled, formed alliances, fought against one another, dethroned a weak elder brother in a war of succession, re-created sub-empires, but still continued to expand the Pax Azandea, until this took the form of an ‘agglomerate of divers peoples belonging to different ethnographic and linguistic families subject to one group who gives their language and organization to the vanquished’",-1,-1,-1,-1,-1,-1
130,10120,Followers cost,130,-1,"Azande living on their chief’s territory paid him tribute in kind, and the young warriors, in time of peace, worked for the chief.","Azande living on their chief’s territory paid him tribute in kind, and the young warriors, in time of peace, worked for the chief.",-1,-1,-1,-1,-1,-1,-1,-1
131,10121,Limitless power... changing power dynamics ,131,-1,-1,-1,-1,"To the earliest authors, who have seen the Zande society yet untouched by slave-raids and fire-arms, the power of the chief seemed absolute in the case of war or legal judgement, but far from absolute in matters of labour relationship, with the exception of the custom of the labour tribute by young warriors [1 c], whereas after the Gbudwe period, the chief’s power seems absolute in every respect.",-1,"To the earliest authors, who have seen the Zande society yet untouched by slave-raids and fire-arms, the power of the chief seemed absolute in the case of war or legal judgement, but far from absolute in matters of labour relationship, with the exception of the custom of the labour tribute by young warriors [1 c], whereas after the Gbudwe period, the chief’s power seems absolute in every respect.",-1,-1,-1,-1
132,10122,"Different levels of despotism for economic vs labor issues. Labor issues, high despotic power. ",132,-1,-1,-1,-1,"On the contrary, in order to maintain forced labour, a chief must have the strength to go directly against the interests and dispositions of the people, and this requires the exercise of constant despotic power [35]",-1,-1,maintain forced labour,-1,-1,-1
133,10123,"Reciprocity still functions, ",133,-1,-1,-1,-1,-1,-1,-1,"At a further step of development, when division of labour and specialization become further developed, professions of law-making, law-interpreting and law-enforcing are organized. In the Zande society such professions already exist in the form of the political government of the Avongara chiefs.",-1,-1,-1
