,cs_ID,cs_textrec_ID,text_type,c_culture_code,c_name,c_region,c_subregion,c_subsistence_type,c_subsistence_code,c_latitude,c_longitude,c_cultural_complexity,demo_sex,c_name,hooper_coop.activities,hooper_group.size,hooper_payoff,hooper_performance,hooper_sanction.freeriders,c_name,hooper_total_against,hooper_total_for,prestige_counsel.f,prestige_emulated.f,prestige_expertise.f,prestige_family.f,prestige_followers.expect.success.f,hooper_coop.activities.f,hooper_group.size.f,hooper_payoff.f,hooper_performance.f,hooper_sanction.freeriders.f,subsistence2,region2,,c_name,hooper_total_against,hooper_total_for
633,10599,624,cultural model,AZ02,Andamans,Asia,South Asia,foragers,1,12,92.74,14,male,Andamans,0,0,0,0,0,,,,evidence for,no evidence,no evidence,evidence against,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,East Eurasia,,,,
634,10600,625,cultural model,AZ02,Andamans,Asia,South Asia,foragers,1,12,92.74,14,male,Andamans,0,0,0,0,0,,,,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,East Eurasia,,,,
1012,11024,1035,cultural model,OI08,Aranda,Oceania,Australia,foragers,1,-1355,235,13,male,Aranda,0,0,0,0,0,,,,no evidence,no evidence,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,Insular Pacific,,,,
1013,11025,1036,cultural model,OI08,Aranda,Oceania,Australia,foragers,1,-1355,235,13,male,Aranda,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,Insular Pacific,,,,
1114,11137,1171,cultural model,SF05,Aymara,South America,Central Andes,horticulturalists,4,-16,-65.8,34,male,Aymara,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,South America,,,,
1115,11138,1172,cultural model,SF05,Aymara,South America,Central Andes,horticulturalists,4,-16,-65.8,34,male,Aymara,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,South America,,,,
1116,11139,1173,cultural model,SF05,Aymara,South America,Central Andes,horticulturalists,4,-16,-65.8,34,unkown,Aymara,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,South America,,,,
1117,11140,1174,cultural model,SF05,Aymara,South America,Central Andes,horticulturalists,4,-16,-65.8,34,male,Aymara,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,South America,,,,
1118,11141,1175,cultural model,SF05,Aymara,South America,Central Andes,horticulturalists,4,-16,-65.8,34,male,Aymara,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,South America,,,,
1119,11142,1176,cultural model,SF05,Aymara,South America,Central Andes,horticulturalists,4,-16,-65.8,34,unkown,Aymara,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,South America,,,,
1120,11143,1177,cultural model,SF05,Aymara,South America,Central Andes,horticulturalists,4,-16,-65.8,34,unkown,Aymara,0,0,0,0,0,,,,no evidence,no evidence,evidence against,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,South America,,,,
1,10016,25,both,FO07,Azande,Africa,Central Africa,horticulturalists,4,4.5,21.5,31,male,Azande,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
2,10035,44,both,FO07,Azande,Africa,Central Africa,horticulturalists,4,4.5,21.5,31,male,Azande,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
3,10053,62,both,FO07,Azande,Africa,Central Africa,horticulturalists,4,4.5,21.5,31,male,Azande,1,0,0,0,0,,,,no evidence,no evidence,evidence for,no evidence,no evidence,evidence for,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
4,10061,69,both,FO07,Azande,Africa,Central Africa,horticulturalists,4,4.5,21.5,31,male,Azande,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
5,10063,71,both,FO07,Azande,Africa,Central Africa,horticulturalists,4,4.5,21.5,31,male,Azande,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
6,10068,76,both,FO07,Azande,Africa,Central Africa,horticulturalists,4,4.5,21.5,31,male,Azande,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
7,10069,77,both,FO07,Azande,Africa,Central Africa,horticulturalists,4,4.5,21.5,31,male,Azande,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
8,10090,99,both,FO07,Azande,Africa,Central Africa,horticulturalists,4,4.5,21.5,31,male,Azande,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
54,10038,47,case,FO07,Azande,Africa,Central Africa,horticulturalists,4,4.5,21.5,31,male,Azande,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
55,10055,64,case,FO07,Azande,Africa,Central Africa,horticulturalists,4,4.5,21.5,31,male,Azande,0,0,0,0,0,,,,no evidence,no evidence,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
56,10064,72,case,FO07,Azande,Africa,Central Africa,horticulturalists,4,4.5,21.5,31,male,Azande,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
57,10065,73,case,FO07,Azande,Africa,Central Africa,horticulturalists,4,4.5,21.5,31,male,Azande,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
58,10066,74,case,FO07,Azande,Africa,Central Africa,horticulturalists,4,4.5,21.5,31,male,Azande,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
59,10070,78,case,FO07,Azande,Africa,Central Africa,horticulturalists,4,4.5,21.5,31,male,Azande,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
60,10071,79,case,FO07,Azande,Africa,Central Africa,horticulturalists,4,4.5,21.5,31,male,Azande,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
61,10075,83,case,FO07,Azande,Africa,Central Africa,horticulturalists,4,4.5,21.5,31,male,Azande,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
62,10080,89,case,FO07,Azande,Africa,Central Africa,horticulturalists,4,4.5,21.5,31,male,Azande,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
63,10082,91,case,FO07,Azande,Africa,Central Africa,horticulturalists,4,4.5,21.5,31,male,Azande,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
64,10083,92,case,FO07,Azande,Africa,Central Africa,horticulturalists,4,4.5,21.5,31,male,Azande,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
65,10084,93,case,FO07,Azande,Africa,Central Africa,horticulturalists,4,4.5,21.5,31,male,Azande,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
66,10085,94,case,FO07,Azande,Africa,Central Africa,horticulturalists,4,4.5,21.5,31,male,Azande,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
67,10086,95,case,FO07,Azande,Africa,Central Africa,horticulturalists,4,4.5,21.5,31,male,Azande,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
68,10087,96,case,FO07,Azande,Africa,Central Africa,horticulturalists,4,4.5,21.5,31,male,Azande,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
69,10089,98,case,FO07,Azande,Africa,Central Africa,horticulturalists,4,4.5,21.5,31,male,Azande,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
70,10091,100,case,FO07,Azande,Africa,Central Africa,horticulturalists,4,4.5,21.5,31,male,Azande,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
71,10092,101,case,FO07,Azande,Africa,Central Africa,horticulturalists,4,4.5,21.5,31,male,Azande,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
72,10093,102,case,FO07,Azande,Africa,Central Africa,horticulturalists,4,4.5,21.5,31,male,Azande,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
73,10098,107,case,FO07,Azande,Africa,Central Africa,horticulturalists,4,4.5,21.5,31,male,Azande,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
74,10119,129,case,FO07,Azande,Africa,Central Africa,horticulturalists,4,4.5,21.5,31,male,Azande,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
159,10007,18,cultural model,FO07,Azande,Africa,Central Africa,horticulturalists,4,4.5,21.5,31,male,Azande,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
160,10008,19,cultural model,FO07,Azande,Africa,Central Africa,horticulturalists,4,4.5,21.5,31,male,Azande,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
163,10011,20,cultural model,FO07,Azande,Africa,Central Africa,horticulturalists,4,4.5,21.5,31,male,Azande,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
164,10012,21,cultural model,FO07,Azande,Africa,Central Africa,horticulturalists,4,4.5,21.5,31,male,Azande,0,0,0,0,0,,,,no evidence,no evidence,no evidence,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
165,10013,22,cultural model,FO07,Azande,Africa,Central Africa,horticulturalists,4,4.5,21.5,31,male,Azande,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
166,10014,23,cultural model,FO07,Azande,Africa,Central Africa,horticulturalists,4,4.5,21.5,31,male,Azande,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
167,10015,24,cultural model,FO07,Azande,Africa,Central Africa,horticulturalists,4,4.5,21.5,31,male,Azande,0,0,1,0,-1,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,evidence for,no evidence,evidence against,horticulturalists,Africa,,,,
168,10017,26,cultural model,FO07,Azande,Africa,Central Africa,horticulturalists,4,4.5,21.5,31,male,Azande,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
169,10018,27,cultural model,FO07,Azande,Africa,Central Africa,horticulturalists,4,4.5,21.5,31,male,Azande,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
170,10019,28,cultural model,FO07,Azande,Africa,Central Africa,horticulturalists,4,4.5,21.5,31,male,Azande,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
171,10020,29,cultural model,FO07,Azande,Africa,Central Africa,horticulturalists,4,4.5,21.5,31,male,Azande,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
172,10021,30,cultural model,FO07,Azande,Africa,Central Africa,horticulturalists,4,4.5,21.5,31,male,Azande,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
173,10022,31,cultural model,FO07,Azande,Africa,Central Africa,horticulturalists,4,4.5,21.5,31,male,Azande,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
174,10023,32,cultural model,FO07,Azande,Africa,Central Africa,horticulturalists,4,4.5,21.5,31,male,Azande,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
175,10024,33,cultural model,FO07,Azande,Africa,Central Africa,horticulturalists,4,4.5,21.5,31,male,Azande,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
176,10025,34,cultural model,FO07,Azande,Africa,Central Africa,horticulturalists,4,4.5,21.5,31,male,Azande,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
177,10026,35,cultural model,FO07,Azande,Africa,Central Africa,horticulturalists,4,4.5,21.5,31,male,Azande,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
178,10027,36,cultural model,FO07,Azande,Africa,Central Africa,horticulturalists,4,4.5,21.5,31,male,Azande,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
179,10028,37,cultural model,FO07,Azande,Africa,Central Africa,horticulturalists,4,4.5,21.5,31,unkown,Azande,0,0,0,0,0,,,,no evidence,no evidence,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
180,10029,38,cultural model,FO07,Azande,Africa,Central Africa,horticulturalists,4,4.5,21.5,31,male,Azande,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
181,10030,39,cultural model,FO07,Azande,Africa,Central Africa,horticulturalists,4,4.5,21.5,31,male,Azande,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
182,10031,40,cultural model,FO07,Azande,Africa,Central Africa,horticulturalists,4,4.5,21.5,31,male,Azande,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
183,10032,41,cultural model,FO07,Azande,Africa,Central Africa,horticulturalists,4,4.5,21.5,31,male,Azande,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
184,10033,42,cultural model,FO07,Azande,Africa,Central Africa,horticulturalists,4,4.5,21.5,31,male,Azande,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
185,10034,43,cultural model,FO07,Azande,Africa,Central Africa,horticulturalists,4,4.5,21.5,31,male,Azande,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
186,10036,45,cultural model,FO07,Azande,Africa,Central Africa,horticulturalists,4,4.5,21.5,31,male,Azande,0,0,1,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,evidence for,no evidence,no evidence,horticulturalists,Africa,,,,
187,10037,46,cultural model,FO07,Azande,Africa,Central Africa,horticulturalists,4,4.5,21.5,31,male,Azande,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
188,10039,48,cultural model,FO07,Azande,Africa,Central Africa,horticulturalists,4,4.5,21.5,31,male,Azande,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
189,10040,49,cultural model,FO07,Azande,Africa,Central Africa,horticulturalists,4,4.5,21.5,31,male,Azande,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Africa,,,,
